-1.5,0.20558
-1.45,0.20567
-1.4,0.20577
-1.35,0.20587
-1.3,0.20599
-1.25,0.20612
-1.2,0.20627
-1.15,0.20643
-1.1,0.20661
-1.05,0.20707
-1,0.20719
-0.95,0.2074
-0.9,0.20772
-0.85,0.20814
-0.8,0.20867
-0.75,0.20938
-0.7,0.21038
-0.65,0.2116
-0.6,0.21333
-0.55,0.21547
-0.5,0.21792
-0.45,0.22053
-0.4,0.22328
-0.35,0.22617
-0.3,0.22917
-0.25,0.23231
-0.2,0.23558
-0.15,0.23899
-0.1,0.24257
-0.05,0.24631
0,0.25023
0.05,0.25436
0.1,0.2587
0.15,0.26327
0.2,0.26811
0.25,0.27322
0.3,0.27865
0.35,0.28443
0.4,0.29059
0.45,0.29719
0.5,0.30426
0.55,0.31188
0.6,0.32013
0.65,0.32908
0.7,0.33884
0.75,0.34954
0.8,0.3613
0.85,0.37428
0.9,0.38861
0.95,0.40438
1,0.42159
1.05,0.4405
1.1,0.46002
1.15,0.48
1.2,0.49984
1.25,0.51893
1.3,0.5368
1.35,0.55312
1.4,0.56725
1.45,0.58028
1.5,0.59172
1.55,0.60174
1.6,0.61048
1.65,0.61813
1.7,0.62482
1.75,0.63069
1.8,0.63586
1.85,0.64044
1.9,0.6445
1.95,0.64813
2,0.65137
2.05,0.65429
2.1,0.65692
2.15,0.65931
2.2,0.66148
2.25,0.66346
2.3,0.66527
2.35,0.66693
2.4,0.66846
2.45,0.66987
2.5,0.67117
2.55,0.67239
2.6,0.67351
2.65,0.67456
2.7,0.67554
2.75,0.67646
2.8,0.67732
2.85,0.67812
2.9,0.67888
2.95,0.68238
3,0.68298
